Flight Information:
Launch Date:            	     	                       	Tuesday, 15 December 2020	        	                        	          	Launch Time: 	       	            	14:32:05  	          	        	End of Ascent:	     	         	01:56:15
Station name:           	     	                       	                         	        	                        	          	Serialnumber:	       	            	20027456
Ground values:
Pressure:               	     	                       	988.1 hPa                	        	                        	          	Temperature: 	       	            	11.1 °C   	          	        	Humidity:     	     	         	74 %
Wind Direction:         	     	                       	288 °                    	        	                        	          	Wind Speed:  	       	            	1 m/s     	          	        	Cloud group:  	     	         	9////
Position:
Longitude:              	     	                       	-72.105 °                	        	                        	          	Latitude:    	       	            	-39.308 ° 	          	        	Altitude:     	     	         	260 m
Staff:
Company:                	     	                       	
Operator:               	     	                       	                         	        	                        	          	
Events:
Highest Point:          	     	                       	8.0 hPa                  	        	                        	          	32709 m
Tropopauses:            	     	                       	1.: 197.1 hPa            	        	                        	          	2.: 102.8 hPa	       	            	
Max Winds:              	     	                       	1.: 172.8 hPa            	        	                        	          	             	       	            	
Remarks:

Profile Data:
Time                    	P    	T                      	Hu                       	Ws      	Wd                      	Long.     	Lat.         	Alt    	Geopot      	MRI       	RI        	Dewp.   	Virt. Temp    	Rs   	Elevation	Azimuth 	Range  	D
[sec]                   	[hPa]	[°C]                   	[%]                      	[m/s]   	[°]                     	[°]       	[°]          	[m]    	[m]         	          	          	[°C]    	[°C]          	[m/s]	[°]      	[°]     	[m]    	[kg/m3]
0                       	988.1	11.1                   	74                       	0.5     	288                     	-72.105117	-39.307502   	260    	260         	314.034   	273.167   	6.7     	12.2          	0.0  	39.3     	180     	0      	1.211207
1                       	987.6	11.2                   	72                       	0.6     	291                     	-72.105071	-39.307521   	265    	265         	314.435   	272.830   	6.5     	12.3          	4.7  	46.5     	123     	7      	1.210034
2                       	987.0	11.3                   	71                       	0.7     	293                     	-72.105024	-39.307541   	270    	270         	314.822   	272.494   	6.3     	12.4          	4.7  	45.9     	121     	13     	1.208861
3                       	986.5	11.5                   	69                       	0.8     	295                     	-72.104978	-39.307561   	274    	274         	315.224   	272.159   	6.0     	12.5          	4.7  	45.9     	120     	20     	1.207690
4                       	985.9	11.6                   	68                       	0.9     	296                     	-72.104932	-39.307581   	279    	279         	315.611   	271.824   	5.8     	12.6          	4.7  	45.7     	120     	26     	1.206520
5                       	985.4	11.7                   	66                       	1.0     	297                     	-72.104885	-39.307600   	284    	284         	316.014   	271.489   	5.6     	12.7          	4.7  	45.8     	119     	33     	1.205351
6                       	984.8	11.8                   	65                       	1.1     	298                     	-72.104839	-39.307620   	288    	288         	316.418   	271.155   	5.4     	12.8          	4.7  	45.8     	119     	39     	1.204184
7                       	984.3	11.8                   	63                       	1.2     	299                     	-72.104792	-39.307640   	293    	293         	316.945   	270.959   	5.0     	12.7          	4.7  	45.7     	119     	46     	1.203626
8                       	983.7	11.7                   	63                       	1.3     	299                     	-72.104746	-39.307659   	298    	298         	317.578   	270.855   	4.8     	12.6          	4.7  	45.7     	119     	53     	1.203264
